10155	TRIM28	H. sapiens	4869	NPM1	H. sapiens
10155	TRIM28	H. sapiens	7157	TP53	H. sapiens
10155	TRIM28	H. sapiens	7316	UBC	H. sapiens
10155	TRIM28	H. sapiens	7329	UBE2I	H. sapiens
10155	TRIM28	H. sapiens	8805	TRIM24	H. sapiens
1017	CDK2	H. sapiens	1022	CDK7	H. sapiens
1017	CDK2	H. sapiens	1026	CDKN1A	H. sapiens
1017	CDK2	H. sapiens	1027	CDKN1B	H. sapiens
1017	CDK2	H. sapiens	1050	CEBPA	H. sapiens
1017	CDK2	H. sapiens	10926	DBF4	H. sapiens
1017	CDK2	H. sapiens	1163	CKS1B	H. sapiens
1017	CDK2	H. sapiens	1164	CKS2	H. sapiens
1017	CDK2	H. sapiens	4088	SMAD3	H. sapiens
1017	CDK2	H. sapiens	4171	MCM2	H. sapiens
1017	CDK2	H. sapiens	4172	MCM3	H. sapiens
1017	CDK2	H. sapiens	4173	MCM4	H. sapiens
1017	CDK2	H. sapiens	4869	NPM1	H. sapiens
1017	CDK2	H. sapiens	4998	ORC1	H. sapiens
1017	CDK2	H. sapiens	4999	ORC2	H. sapiens
1017	CDK2	H. sapiens	5515	PPP2CA	H. sapiens
1017	CDK2	H. sapiens	5925	RB1	H. sapiens
1017	CDK2	H. sapiens	6117	RPA1	H. sapiens
1017	CDK2	H. sapiens	6500	SKP1	H. sapiens
1017	CDK2	H. sapiens	6502	SKP2	H. sapiens
1017	CDK2	H. sapiens	672	BRCA1	H. sapiens
1017	CDK2	H. sapiens	7157	TP53	H. sapiens
1017	CDK2	H. sapiens	81620	CDT1	H. sapiens
1017	CDK2	H. sapiens	8317	CDC7	H. sapiens
1017	CDK2	H. sapiens	890	CCNA2	H. sapiens
1017	CDK2	H. sapiens	8900	CCNA1	H. sapiens
1017	CDK2	H. sapiens	891	CCNB1	H. sapiens
1017	CDK2	H. sapiens	9133	CCNB2	H. sapiens
1017	CDK2	H. sapiens	990	CDC6	H. sapiens
1017	CDK2	H. sapiens	994	CDC25B	H. sapiens
1017	CDK2	H. sapiens	995	CDC25C	H. sapiens
1019	CDK4	H. sapiens	1022	CDK7	H. sapiens
1019	CDK4	H. sapiens	1026	CDKN1A	H. sapiens
1019	CDK4	H. sapiens	1027	CDKN1B	H. sapiens
1019	CDK4	H. sapiens	1050	CEBPA	H. sapiens
1019	CDK4	H. sapiens	3320	HSP90AA1	H. sapiens
1019	CDK4	H. sapiens	4088	SMAD3	H. sapiens
1019	CDK4	H. sapiens	4609	MYC	H. sapiens
1019	CDK4	H. sapiens	51361	HOOK1	H. sapiens
1019	CDK4	H. sapiens	5925	RB1	H. sapiens
1019	CDK4	H. sapiens	6500	SKP1	H. sapiens
1019	CDK4	H. sapiens	672	BRCA1	H. sapiens
1019	CDK4	H. sapiens	7157	TP53	H. sapiens
1019	CDK4	H. sapiens	896	CCND3	H. sapiens
1019	CDK4	H. sapiens	990	CDC6	H. sapiens
10203	CALCRL	H. sapiens	10266	RAMP2	H. sapiens
10203	CALCRL	H. sapiens	10268	RAMP3	H. sapiens
1022	CDK7	H. sapiens	1017	CDK2	H. sapiens
1022	CDK7	H. sapiens	1019	CDK4	H. sapiens
1022	CDK7	H. sapiens	2099	ESR1	H. sapiens
1022	CDK7	H. sapiens	5430	POLR2A	H. sapiens
1022	CDK7	H. sapiens	7157	TP53	H. sapiens
1022	CDK7	H. sapiens	890	CCNA2	H. sapiens
1022	CDK7	H. sapiens	891	CCNB1	H. sapiens
1022	CDK7	H. sapiens	983	CDK1	H. sapiens
10221	TRIB1	H. sapiens	1050	CEBPA	H. sapiens
10221	TRIB1	H. sapiens	1051	CEBPB	H. sapiens
10241	CALCOCO2	H. sapiens	10667	FARS2	H. sapiens
10241	CALCOCO2	H. sapiens	166	TLE5	H. sapiens
10241	CALCOCO2	H. sapiens	170954	PPP1R18	H. sapiens
10241	CALCOCO2	H. sapiens	23710	GABARAPL1	H. sapiens
10241	CALCOCO2	H. sapiens	26121	PRPF31	H. sapiens
10241	CALCOCO2	H. sapiens	4005	LMO2	H. sapiens
10241	CALCOCO2	H. sapiens	4646	MYO6	H. sapiens
10241	CALCOCO2	H. sapiens	6386	SDCBP	H. sapiens
10241	CALCOCO2	H. sapiens	7316	UBC	H. sapiens
10241	CALCOCO2	H. sapiens	84140	FAM161A	H. sapiens
10241	CALCOCO2	H. sapiens	8543	LMO4	H. sapiens
10241	CALCOCO2	H. sapiens	8887	TAX1BP1	H. sapiens
10241	CALCOCO2	H. sapiens	91694	LONRF1	H. sapiens
10241	CALCOCO2	H. sapiens	9413	FAM189A2	H. sapiens
10241	CALCOCO2	H. sapiens	9802	DAZAP2	H. sapiens
10241	CALCOCO2	H. sapiens	9821	RB1CC1	H. sapiens
10253	SPRY2	H. sapiens	10253	SPRY2	H. sapiens
10253	SPRY2	H. sapiens	2885	GRB2	H. sapiens
10253	SPRY2	H. sapiens	30011	SH3KBP1	H. sapiens
10253	SPRY2	H. sapiens	358	AQP1	H. sapiens
10253	SPRY2	H. sapiens	4223	MEOX2	H. sapiens
10253	SPRY2	H. sapiens	8440	NCK2	H. sapiens
10253	SPRY2	H. sapiens	862	RUNX1T1	H. sapiens
10253	SPRY2	H. sapiens	867	CBL	H. sapiens
10253	SPRY2	H. sapiens	91694	LONRF1	H. sapiens
10253	SPRY2	H. sapiens	9470	EIF4E2	H. sapiens
10254	STAM2	H. sapiens	10152	ABI2	H. sapiens
10254	STAM2	H. sapiens	1956	EGFR	H. sapiens
10254	STAM2	H. sapiens	29979	UBQLN1	H. sapiens
10254	STAM2	H. sapiens	57561	ARRDC3	H. sapiens
10254	STAM2	H. sapiens	7316	UBC	H. sapiens
10254	STAM2	H. sapiens	9413	FAM189A2	H. sapiens
10254	STAM2	H. sapiens	9802	DAZAP2	H. sapiens
1026	CDKN1A	H. sapiens	1017	CDK2	H. sapiens
1026	CDKN1A	H. sapiens	1019	CDK4	H. sapiens
1026	CDKN1A	H. sapiens	1050	CEBPA	H. sapiens
1026	CDKN1A	H. sapiens	2099	ESR1	H. sapiens
1026	CDKN1A	H. sapiens	3065	HDAC1	H. sapiens
1026	CDKN1A	H. sapiens	4176	MCM7	H. sapiens
1026	CDKN1A	H. sapiens	4193	MDM2	H. sapiens
1026	CDKN1A	H. sapiens	4869	NPM1	H. sapiens
1026	CDKN1A	H. sapiens	5701	PSMC2	H. sapiens
1026	CDKN1A	H. sapiens	5925	RB1	H. sapiens
1026	CDKN1A	H. sapiens	6500	SKP1	H. sapiens
1026	CDKN1A	H. sapiens	6502	SKP2	H. sapiens
1026	CDKN1A	H. sapiens	6925	TCF4	H. sapiens
1026	CDKN1A	H. sapiens	7157	TP53	H. sapiens
1026	CDKN1A	H. sapiens	8318	CDC45	H. sapiens
1026	CDKN1A	H. sapiens	836	CASP3	H. sapiens
1026	CDKN1A	H. sapiens	890	CCNA2	H. sapiens
1026	CDKN1A	H. sapiens	8900	CCNA1	H. sapiens
1026	CDKN1A	H. sapiens	891	CCNB1	H. sapiens
1026	CDKN1A	H. sapiens	896	CCND3	H. sapiens
1026	CDKN1A	H. sapiens	990	CDC6	H. sapiens
10262	SF3B4	H. sapiens	10458	BAIAP2	H. sapiens
10262	SF3B4	H. sapiens	2885	GRB2	H. sapiens
10262	SF3B4	H. sapiens	54819	ZCCHC10	H. sapiens
10262	SF3B4	H. sapiens	5601	MAPK9	H. sapiens
10262	SF3B4	H. sapiens	6431	SRSF6	H. sapiens
10262	SF3B4	H. sapiens	8440	NCK2	H. sapiens
10262	SF3B4	H. sapiens	9531	BAG3	H. sapiens
10266	RAMP2	H. sapiens	10203	CALCRL	H. sapiens
10268	RAMP3	H. sapiens	10203	CALCRL	H. sapiens
10268	RAMP3	H. sapiens	388677	NOTCH2NLA	H. sapiens
1027	CDKN1B	H. sapiens	1017	CDK2	H. sapiens
1027	CDKN1B	H. sapiens	1019	CDK4	H. sapiens
1027	CDKN1B	H. sapiens	10987	COPS5	H. sapiens
1027	CDKN1B	H. sapiens	1163	CKS1B	H. sapiens
1027	CDKN1B	H. sapiens	2885	GRB2	H. sapiens
1027	CDKN1B	H. sapiens	387	RHOA	H. sapiens
1027	CDKN1B	H. sapiens	4176	MCM7	H. sapiens
1027	CDKN1B	H. sapiens	6500	SKP1	H. sapiens
1027	CDKN1B	H. sapiens	6502	SKP2	H. sapiens
1027	CDKN1B	H. sapiens	7529	YWHAB	H. sapiens
1027	CDKN1B	H. sapiens	8454	CUL1	H. sapiens
1027	CDKN1B	H. sapiens	890	CCNA2	H. sapiens
1027	CDKN1B	H. sapiens	8900	CCNA1	H. sapiens
1027	CDKN1B	H. sapiens	896	CCND3	H. sapiens
10273	STUB1	H. sapiens	1499	CTNNB1	H. sapiens
10273	STUB1	H. sapiens	1956	EGFR	H. sapiens
10273	STUB1	H. sapiens	2064	ERBB2	H. sapiens
10273	STUB1	H. sapiens	2099	ESR1	H. sapiens
10273	STUB1	H. sapiens	23623	RUSC1	H. sapiens
10273	STUB1	H. sapiens	25	ABL1	H. sapiens
10273	STUB1	H. sapiens	3320	HSP90AA1	H. sapiens
10273	STUB1	H. sapiens	4086	SMAD1	H. sapiens
10273	STUB1	H. sapiens	4088	SMAD3	H. sapiens
10273	STUB1	H. sapiens	4089	SMAD4	H. sapiens
10273	STUB1	H. sapiens	4609	MYC	H. sapiens
10273	STUB1	H. sapiens	5710	PSMD4	H. sapiens
10273	STUB1	H. sapiens	5894	RAF1	H. sapiens
10273	STUB1	H. sapiens	6310	ATXN1	H. sapiens
10273	STUB1	H. sapiens	7157	TP53	H. sapiens
10273	STUB1	H. sapiens	7316	UBC	H. sapiens
10273	STUB1	H. sapiens	7415	VCP	H. sapiens
10274	STAG1	H. sapiens	5885	RAD21	H. sapiens
10274	STAG1	H. sapiens	8243	SMC1A	H. sapiens
10276	NET1	H. sapiens	1739	DLG1	H. sapiens
10276	NET1	H. sapiens	387	RHOA	H. sapiens
10288	LILRB2	H. sapiens	3106	HLA-B	H. sapiens
10288	LILRB2	H. sapiens	3135	HLA-G	H. sapiens
10318	TNIP1	H. sapiens	10133	OPTN	H. sapiens
10318	TNIP1	H. sapiens	10318	TNIP1	H. sapiens
10318	TNIP1	H. sapiens	10403	NDC80	H. sapiens
10318	TNIP1	H. sapiens	23710	GABARAPL1	H. sapiens
10318	TNIP1	H. sapiens	4790	NFKB1	H. sapiens
10318	TNIP1	H. sapiens	5594	MAPK1	H. sapiens
10318	TNIP1	H. sapiens	7316	UBC	H. sapiens
10318	TNIP1	H. sapiens	84140	FAM161A	H. sapiens
10318	TNIP1	H. sapiens	8887	TAX1BP1	H. sapiens
10320	IKZF1	H. sapiens	10320	IKZF1	H. sapiens
10320	IKZF1	H. sapiens	1163	CKS1B	H. sapiens
10320	IKZF1	H. sapiens	1487	CTBP1	H. sapiens
10320	IKZF1	H. sapiens	1488	CTBP2	H. sapiens
10320	IKZF1	H. sapiens	55885	LMO3	H. sapiens
10320	IKZF1	H. sapiens	6386	SDCBP	H. sapiens
10320	IKZF1	H. sapiens	7329	UBE2I	H. sapiens
10320	IKZF1	H. sapiens	84140	FAM161A	H. sapiens
10320	IKZF1	H. sapiens	9112	MTA1	H. sapiens
10342	TFG	H. sapiens	10342	TFG	H. sapiens
10342	TFG	H. sapiens	11030	RBPMS	H. sapiens
10342	TFG	H. sapiens	2885	GRB2	H. sapiens
10342	TFG	H. sapiens	55165	CEP55	H. sapiens
10342	TFG	H. sapiens	9500	MAGED1	H. sapiens
10365	KLF2	H. sapiens	11059	WWP1	H. sapiens
10370	CITED2	H. sapiens	7020	TFAP2A	H. sapiens
10391	CORO2B	H. sapiens	10513	APPBP2	H. sapiens
10395	DLC1	H. sapiens	23286	WWC1	H. sapiens
10395	DLC1	H. sapiens	23371	TNS2	H. sapiens
10399	RACK1	H. sapiens	10987	COPS5	H. sapiens
10399	RACK1	H. sapiens	154	ADRB2	H. sapiens
10399	RACK1	H. sapiens	2534	FYN	H. sapiens
10399	RACK1	H. sapiens	5144	PDE4D	H. sapiens
10399	RACK1	H. sapiens	5579	PRKCB	H. sapiens
10399	RACK1	H. sapiens	5797	PTPRM	H. sapiens
10399	RACK1	H. sapiens	6714	SRC	H. sapiens
10399	RACK1	H. sapiens	672	BRCA1	H. sapiens
10399	RACK1	H. sapiens	6772	STAT1	H. sapiens
10399	RACK1	H. sapiens	8655	DYNLL1	H. sapiens
10403	NDC80	H. sapiens	10318	TNIP1	H. sapiens
10403	NDC80	H. sapiens	10403	NDC80	H. sapiens
10403	NDC80	H. sapiens	115106	HAUS1	H. sapiens
10403	NDC80	H. sapiens	147700	KLC3	H. sapiens
10403	NDC80	H. sapiens	4236	MFAP1	H. sapiens
10403	NDC80	H. sapiens	468	ATF4	H. sapiens
10403	NDC80	H. sapiens	4751	NEK2	H. sapiens
10403	NDC80	H. sapiens	5108	PCM1	H. sapiens
10403	NDC80	H. sapiens	57082	KNL1	H. sapiens
10403	NDC80	H. sapiens	64946	CENPH	H. sapiens
10403	NDC80	H. sapiens	83540	NUF2	H. sapiens
10403	NDC80	H. sapiens	8676	STX11	H. sapiens
10403	NDC80	H. sapiens	9212	AURKB	H. sapiens
10403	NDC80	H. sapiens	9793	CKAP5	H. sapiens
10413	YAP1	H. sapiens	11099	PTPN21	H. sapiens
10413	YAP1	H. sapiens	1499	CTNNB1	H. sapiens
10413	YAP1	H. sapiens	4086	SMAD1	H. sapiens
10413	YAP1	H. sapiens	7024	TFCP2	H. sapiens
10443	N4BP2L2	H. sapiens	4005	LMO2	H. sapiens
10458	BAIAP2	H. sapiens	10262	SF3B4	H. sapiens
10458	BAIAP2	H. sapiens	10458	BAIAP2	H. sapiens
10458	BAIAP2	H. sapiens	1956	EGFR	H. sapiens
10458	BAIAP2	H. sapiens	2059	EPS8	H. sapiens
10458	BAIAP2	H. sapiens	55971	BAIAP2L1	H. sapiens
10458	BAIAP2	H. sapiens	5879	RAC1	H. sapiens
10458	BAIAP2	H. sapiens	8976	WASL	H. sapiens
10458	BAIAP2	H. sapiens	998	CDC42	H. sapiens
10486	CAP2	H. sapiens	10486	CAP2	H. sapiens
10486	CAP2	H. sapiens	1073	CFL2	H. sapiens
10486	CAP2	H. sapiens	60	ACTB	H. sapiens
10486	CAP2	H. sapiens	71	ACTG1	H. sapiens
10499	NCOA2	H. sapiens	1387	CREBBP	H. sapiens
10499	NCOA2	H. sapiens	2099	ESR1	H. sapiens
10499	NCOA2	H. sapiens	5468	PPARG	H. sapiens
10499	NCOA2	H. sapiens	6256	RXRA	H. sapiens
10499	NCOA2	H. sapiens	672	BRCA1	H. sapiens
1050	CEBPA	H. sapiens	1017	CDK2	H. sapiens
1050	CEBPA	H. sapiens	1019	CDK4	H. sapiens
1050	CEBPA	H. sapiens	10221	TRIB1	H. sapiens
1050	CEBPA	H. sapiens	1026	CDKN1A	H. sapiens
1050	CEBPA	H. sapiens	1050	CEBPA	H. sapiens
1050	CEBPA	H. sapiens	1051	CEBPB	H. sapiens
1050	CEBPA	H. sapiens	1052	CEBPD	H. sapiens
1050	CEBPA	H. sapiens	1054	CEBPG	H. sapiens
1050	CEBPA	H. sapiens	468	ATF4	H. sapiens
1050	CEBPA	H. sapiens	6595	SMARCA2	H. sapiens
1051	CEBPB	H. sapiens	10221	TRIB1	H. sapiens
1051	CEBPB	H. sapiens	1050	CEBPA	H. sapiens
1051	CEBPB	H. sapiens	1051	CEBPB	H. sapiens
1051	CEBPB	H. sapiens	1052	CEBPD	H. sapiens
1051	CEBPB	H. sapiens	1054	CEBPG	H. sapiens
1051	CEBPB	H. sapiens	1958	EGR1	H. sapiens
1051	CEBPB	H. sapiens	2099	ESR1	H. sapiens
1051	CEBPB	H. sapiens	3159	HMGA1	H. sapiens
1051	CEBPB	H. sapiens	4088	SMAD3	H. sapiens
1051	CEBPB	H. sapiens	4089	SMAD4	H. sapiens
1051	CEBPB	H. sapiens	467	ATF3	H. sapiens
1051	CEBPB	H. sapiens	468	ATF4	H. sapiens
1051	CEBPB	H. sapiens	4790	NFKB1	H. sapiens
1051	CEBPB	H. sapiens	5468	PPARG	H. sapiens
1051	CEBPB	H. sapiens	5594	MAPK1	H. sapiens
1051	CEBPB	H. sapiens	5925	RB1	H. sapiens
1051	CEBPB	H. sapiens	5970	RELA	H. sapiens
1051	CEBPB	H. sapiens	6595	SMARCA2	H. sapiens
1051	CEBPB	H. sapiens	688	KLF5	H. sapiens
1051	CEBPB	H. sapiens	9221	NOLC1	H. sapiens
10513	APPBP2	H. sapiens	10391	CORO2B	H. sapiens
10513	APPBP2	H. sapiens	351	APP	H. sapiens
10513	APPBP2	H. sapiens	7454	WAS	H. sapiens
1052	CEBPD	H. sapiens	1050	CEBPA	H. sapiens
1052	CEBPD	H. sapiens	1051	CEBPB	H. sapiens
1052	CEBPD	H. sapiens	1052	CEBPD	H. sapiens
1052	CEBPD	H. sapiens	1054	CEBPG	H. sapiens
1052	CEBPD	H. sapiens	3065	HDAC1	H. sapiens
1052	CEBPD	H. sapiens	468	ATF4	H. sapiens
10533	ATG7	H. sapiens	23710	GABARAPL1	H. sapiens
10533	ATG7	H. sapiens	64422	ATG3	H. sapiens
10537	UBD	H. sapiens	4085	MAD2L1	H. sapiens
1054	CEBPG	H. sapiens	1050	CEBPA	H. sapiens
1054	CEBPG	H. sapiens	1051	CEBPB	H. sapiens
1054	CEBPG	H. sapiens	1052	CEBPD	H. sapiens
1054	CEBPG	H. sapiens	2353	FOS	H. sapiens
1054	CEBPG	H. sapiens	467	ATF3	H. sapiens
1054	CEBPG	H. sapiens	468	ATF4	H. sapiens
1058	CENPA	H. sapiens	55355	HJURP	H. sapiens
1058	CENPA	H. sapiens	9212	AURKB	H. sapiens
10589	DRAP1	H. sapiens	10589	DRAP1	H. sapiens
10589	DRAP1	H. sapiens	4005	LMO2	H. sapiens
10589	DRAP1	H. sapiens	6386	SDCBP	H. sapiens
10589	DRAP1	H. sapiens	8440	NCK2	H. sapiens
1062	CENPE	H. sapiens	83540	NUF2	H. sapiens
10643	IGF2BP3	H. sapiens	120379	PIH1D2	H. sapiens
10643	IGF2BP3	H. sapiens	4223	MEOX2	H. sapiens
10657	KHDRBS1	H. sapiens	1387	CREBBP	H. sapiens
10657	KHDRBS1	H. sapiens	2268	FGR	H. sapiens
10657	KHDRBS1	H. sapiens	2534	FYN	H. sapiens
10657	KHDRBS1	H. sapiens	2885	GRB2	H. sapiens
10657	KHDRBS1	H. sapiens	30011	SH3KBP1	H. sapiens
10657	KHDRBS1	H. sapiens	5921	RASA1	H. sapiens
10657	KHDRBS1	H. sapiens	60	ACTB	H. sapiens
10657	KHDRBS1	H. sapiens	6714	SRC	H. sapiens
10657	KHDRBS1	H. sapiens	695	BTK	H. sapiens
10667	FARS2	H. sapiens	10241	CALCOCO2	H. sapiens
10667	FARS2	H. sapiens	388677	NOTCH2NLA	H. sapiens
10667	FARS2	H. sapiens	54507	ADAMTSL4	H. sapiens
10667	FARS2	H. sapiens	57085	AGTRAP	H. sapiens
10667	FARS2	H. sapiens	5987	TRIM27	H. sapiens
10667	FARS2	H. sapiens	7024	TFCP2	H. sapiens
10667	FARS2	H. sapiens	8676	STX11	H. sapiens
1072	CFL1	H. sapiens	1073	CFL2	H. sapiens
1072	CFL1	H. sapiens	1956	EGFR	H. sapiens
1072	CFL1	H. sapiens	60	ACTB	H. sapiens
1072	CFL1	H. sapiens	71	ACTG1	H. sapiens
1073	CFL2	H. sapiens	10486	CAP2	H. sapiens
1073	CFL2	H. sapiens	1072	CFL1	H. sapiens
1073	CFL2	H. sapiens	1073	CFL2	H. sapiens
1073	CFL2	H. sapiens	11034	DSTN	H. sapiens
1073	CFL2	H. sapiens	25913	POT1	H. sapiens
1073	CFL2	H. sapiens	60	ACTB	H. sapiens
1073	CFL2	H. sapiens	71	ACTG1	H. sapiens
10742	RAI2	H. sapiens	1488	CTBP2	H. sapiens
10742	RAI2	H. sapiens	2274	FHL2	H. sapiens
10742	RAI2	H. sapiens	54557	SGTB	H. sapiens
10749	KIF1C	H. sapiens	11099	PTPN21	H. sapiens
10765	KDM5B	H. sapiens	2290	FOXG1	H. sapiens
10765	KDM5B	H. sapiens	3065	HDAC1	H. sapiens
10765	KDM5B	H. sapiens	5083	PAX9	H. sapiens
10765	KDM5B	H. sapiens	8535	CBX4	H. sapiens
10787	NCKAP1	H. sapiens	10006	ABI1	H. sapiens
10787	NCKAP1	H. sapiens	23191	CYFIP1	H. sapiens
10787	NCKAP1	H. sapiens	5879	RAC1	H. sapiens
10791	VAMP5	H. sapiens	493869	GPX8	H. sapiens
10791	VAMP5	H. sapiens	6810	STX4	H. sapiens
10791	VAMP5	H. sapiens	8675	STX16	H. sapiens
10791	VAMP5	H. sapiens	8773	SNAP23	H. sapiens
10791	VAMP5	H. sapiens	9342	SNAP29	H. sapiens
10791	VAMP5	H. sapiens	9482	STX8	H. sapiens
10891	PPARGC1A	H. sapiens	1387	CREBBP	H. sapiens
10891	PPARGC1A	H. sapiens	5468	PPARG	H. sapiens
10891	PPARGC1A	H. sapiens	5469	MED1	H. sapiens
10891	PPARGC1A	H. sapiens	6256	RXRA	H. sapiens
10891	PPARGC1A	H. sapiens	8648	NCOA1	H. sapiens
109	ADCY3	H. sapiens	154	ADRB2	H. sapiens
10921	RNPS1	H. sapiens	27111	SDCBP2	H. sapiens
10921	RNPS1	H. sapiens	6426	SRSF1	H. sapiens
10921	RNPS1	H. sapiens	6428	SRSF3	H. sapiens
10921	RNPS1	H. sapiens	6431	SRSF6	H. sapiens
10921	RNPS1	H. sapiens	6732	SRPK1	H. sapiens
10921	RNPS1	H. sapiens	7307	U2AF1	H. sapiens
10926	DBF4	H. sapiens	1017	CDK2	H. sapiens
10926	DBF4	H. sapiens	23594	ORC6	H. sapiens
10926	DBF4	H. sapiens	4171	MCM2	H. sapiens
10926	DBF4	H. sapiens	4172	MCM3	H. sapiens
10926	DBF4	H. sapiens	4173	MCM4	H. sapiens
10926	DBF4	H. sapiens	4175	MCM6	H. sapiens
10926	DBF4	H. sapiens	4176	MCM7	H. sapiens
10926	DBF4	H. sapiens	4998	ORC1	H. sapiens
10926	DBF4	H. sapiens	4999	ORC2	H. sapiens
10926	DBF4	H. sapiens	5001	ORC5	H. sapiens
10926	DBF4	H. sapiens	8317	CDC7	H. sapiens
10944	C11orf58	H. sapiens	2	A2M	H. sapiens
10951	CBX1	H. sapiens	10155	TRIM28	H. sapiens
10951	CBX1	H. sapiens	11335	CBX3	H. sapiens
10951	CBX1	H. sapiens	23468	CBX5	H. sapiens
10951	CBX1	H. sapiens	25936	NSL1	H. sapiens
10951	CBX1	H. sapiens	55791	LRIF1	H. sapiens
10951	CBX1	H. sapiens	6672	SP100	H. sapiens
10980	COPS6	H. sapiens	10987	COPS5	H. sapiens
10980	COPS6	H. sapiens	7083	TK1	H. sapiens
10982	MAPRE2	H. sapiens	10982	MAPRE2	H. sapiens
10982	MAPRE2	H. sapiens	22919	MAPRE1	H. sapiens
10982	MAPRE2	H. sapiens	22924	MAPRE3	H. sapiens
10982	MAPRE2	H. sapiens	4005	LMO2	H. sapiens
10982	MAPRE2	H. sapiens	55118	CRTAC1	H. sapiens
10987	COPS5	H. sapiens	1027	CDKN1B	H. sapiens
10987	COPS5	H. sapiens	10399	RACK1	H. sapiens
10987	COPS5	H. sapiens	10980	COPS6	H. sapiens
10987	COPS5	H. sapiens	351	APP	H. sapiens
10987	COPS5	H. sapiens	3725	JUN	H. sapiens
10987	COPS5	H. sapiens	4089	SMAD4	H. sapiens
10987	COPS5	H. sapiens	4790	NFKB1	H. sapiens
10987	COPS5	H. sapiens	5501	PPP1CC	H. sapiens
10987	COPS5	H. sapiens	7153	TOP2A	H. sapiens
10987	COPS5	H. sapiens	7157	TP53	H. sapiens
10987	COPS5	H. sapiens	7415	VCP	H. sapiens
10987	COPS5	H. sapiens	8454	CUL1	H. sapiens
10987	COPS5	H. sapiens	8648	NCOA1	H. sapiens
11004	KIF2C	H. sapiens	22919	MAPRE1	H. sapiens
11004	KIF2C	H. sapiens	351	APP	H. sapiens
11004	KIF2C	H. sapiens	5347	PLK1	H. sapiens
11004	KIF2C	H. sapiens	64946	CENPH	H. sapiens
11030	RBPMS	H. sapiens	10342	TFG	H. sapiens
11030	RBPMS	H. sapiens	11030	RBPMS	H. sapiens
11030	RBPMS	H. sapiens	166	TLE5	H. sapiens
11030	RBPMS	H. sapiens	23543	RBFOX2	H. sapiens
11030	RBPMS	H. sapiens	23623	RUSC1	H. sapiens
11030	RBPMS	H. sapiens	3481	IGF2	H. sapiens
11030	RBPMS	H. sapiens	3838	KPNA2	H. sapiens
